Index,Abstract,Reviewer,True label,Comments,Requires expert review,JH Review,Prediction
10353,"A lighted soft device for automobile equipment includes electro-luminescent element(s) to provide illumination and add to driving safety. A lighted soft device may be used for a safety belt, steering wheel, seat cover, seat pillow, dash board mat, or car front bra, and may be made of a textile, garment, cloth, or plastic material to offer protection from sun, weather, moisture, heat, water, rust, and scratches to keep said equipment as durable as possible. The electro-luminescent element may be a panel, strip, tube, fiber, twisted panel, etc.",Rohan,No,,,,No
10356,"A non-motorized low cost lift with an attached platform whose platform lifting mechanism is activated by the wheels of a motorized wheelchair, motorcycle, ATV, tiller or other small motorized equipment. A vehicle coupling assembly attached hereto that transports the lift assembly and a safety device that holds the elevated platform and vehicle in place. Whereby a wheelchair, motorcycle, ATV, tiller or other motorized vehicle can be safely attached, quickly elevated and transported.",Raymond,No,,,,No
10362,"The invention relates to a speed limiter in a vehicle. The speed limiting value which is to be complied with is set by activating a key ( 7 ) on an input device ( 8 ) one or more times. That speed limiting value of the predefined speed limiting values which is the next highest in relation to the current speed of the vehicle is selected. If the current speed of the vehicle is higher than the highest predefined speed limiting value, the speed of the vehicle plus a speed difference is accepted as the speed limiting value. In exceptional situations, the speed limiter can be temporarily suspended, it being possible for an exceptional situation to be, in particular, the upward transgression of the predefined speed limiting value or a (rapid) depression of the gas pedal.",Lior,No,,"Justin, please confirm ",No. Run of the mill cruise control functionality.,No
10374,"The invention relates to a method for protecting a DPF in the exhaust section of an internal combustion engine of a motor vehicle from unintentional combustion of soot in the DPF. According to the invention, the motor vehicle is a hybrid vehicle having at least one electric machine and is able to be driven exclusively by one or more electric machine(s) for some time. The vehicle is operated in a DPF protection mode if the system detects that unintentional combustion of soot is taking place or threatening to take place in the DPF, initiating an automatic decoupling of the combustion engine from the wheel drive train, forward propulsion demands by the driver are met exclusively with the aid of the one or more electric machine(s), and the combustion engine is switched off completely or is operated with stable stoichiometric combustion.",Jamie,No,,,,No
10386,"Disclosed herein is an integrated vehicle control system, which eliminates the possibility of interfering with motion control devices and is capable of accurately controlling the targeted behavior of a vehicle.",Zara,No,,,,Yes
10387,"The present invention is a configurable trailer hitch that provides an extended towing position for transferring a tractor force to a load, and a retracted storage position for safely stowing the hitch under a towing vehicle. The trailer hitch has a spring loaded retaining pin which engages a hitch receiver when the trailer hitch is placed in the towing position, and a storage latch adapted to hold the hitch receiver when the trailer hitch is placed in the storage position.",Johanna,No,,,,No
10388,"A tilt device is provided to allow a steering column to be tilted so that a driver can adjust the position of a steering wheel to conform to his/her figure in order to more comfortably drive a vehicle. Further, the tilt device is configured to impart a high supporting strength to the steering column while reliably locking the same.",Rohan,No,Adjusst steering wheel,,,No
10392,"A recording member feeding device feeds a recording member such as a sheet in an image recording apparatus such as a copying machine. The recording member feeding device has a feeding rotary unit, a driving unit for driving the feeding rotary unit, and a driving power transmitting unit for transmitting he power of the driving unit to the feeding rotary unit. The recording member feeding device further has a rotation detecting unit for detecting the number of rotations of a rotary part in the rotary driving unit or in the driving power transmitting unit. The feeding rotary unit feeds the recording member by a length which is determined by the number of complete rotations detected by the rotation detecting units.",Raymond,No,,,,No
10397,"A running stability controller is activated upon the instability of a vehicle and controls at least one of an output of an engine, a braking force applied to the vehicle and a gear ratio of an automatic transmission. A manual shifting controller which shifts the automatic transmission according to an operation of a manual shifter is provided. A running stability control detector detects the activation of the running stability controller. A manual shifting control inhibitor operates upon detection of the activation of the running stability controller, and inhibits an operation of the manual shifting controller while the running stability controller is activated.",Lior,Yes,,,,Yes
10404,"Container receiving apparatus for a vehicle interior having an upper supporting frame and a lower support base, the supporting frame being mounted in a receiving housing such that it can be moved linearly between a retracted rest position and an extended receiving position. The support base is mounted for movement between a supporting functional position and a rest position. A blocking device is provided and is active so as to limit movement or force in such a way that the support base is secured in its functional position against unintentional upward pivoting.",Jamie,No,,,,No
10405,"A collapsible mobile chair assembly comprises a frame having a pair of wheel axles which include rack gearing and are slidably mounted in said frame for axial moveable between an extended operating position and a retracted storage position. The rack gearing of the axles overlap and drivingly engaging a pinion gear provided on the frame, constraining the axles slidingly to move together in opposite directions. Two support plate assemblies are provided on opposing sides of the chair, a rear fork assembly extending from each support plate assembly. A front fork strut and a handle strut are each pivotally attached to each support plate for movement between an extended operational position and a retracted storage position. The front fork and handle struts include gearing formed thereon which mesh so as to constrain struts on respective sides to rotate together between their extended and their retracted positions.",Zara,No,,,,No
10408,"A range controller for continuously monitoring the position of the boom of heavy machinery, is disclosed. The range controller comprises position sensors mounted on the boom and on the machinery for continuously detecting the position of the boom with respect to a reference, control switches located in the cabin of the machinery for permitting the operator to set the position limits of the boom, a central control circuit mounted on the machinery and comprising a micro-processor circuit adapted for connection to the sensors and to the control switches and memory devices for registering the position of the boom as well as the position limits set by the operator and for continuously comparing the actual position of the boom with the position limits, indicators located in the cabin of the machinery and responsive to such micro-processor circuit for warning the operator; a blocking system responsive to the micro-processor for blocking the operation of the boom when a position limit is reached; a main relay, for operating the blocking system, and being electrically energized during normal operation of the machine to release the blocking system so that, in the event of a power cut-off, the main relay is released to operate the blocking system; and additional relays for reversing the operation of the boom when the main relay is released so as to ensure safe stopping of the boom.",Johanna,No,,,,No
10409,A battery housing for a traction motor battery of a vehicle is disclosed that includes a plurality of elongated impact absorbing carbon fiber reinforced polymer members attached to the walls of the enclosure. The impact absorbing members may be corrugated members that have ridges and furrows connected by ramp surfaces that define trapezoidal spaces relative to the sides of the enclosure. The ridges are designed to be deformed into the trapezoidal space in the event of an impact to absorb impact forces and protect the battery. The impact absorbing members may be retained by T-shaped guides on the outer surface of the walls of the enclosure or may be adhesively attached to the sides of the enclosure.,Rohan,No,,,,No
10410,"An electric power steering device for automotive vehicles which is capable of minimizing a driver&#39;s steering effort. The electric power steering device is designed to perform an automatic steering control. When a steering effort has fallen within a range of steering effort within which the driver is expected to have started to turn a steering wheel intentionally, the automatic steering control is initiated. When the steering effort has been shifted from that range, the automatic steering control is deactivated. This permits the driver&#39;s steering effort to be minimized as needed by the driver.",Raymond,Yes,Steering assistance,,,Yes
10424,"A method for detecting impact for a motor vehicle, a crash crumple zone extension and restraining device being employed as a function of an effective mass of an impact object, determined on the basis of precrash sensor signals. In this context, a head-on collision and/or a side collision can be detected. The effective mass is compared to predefined threshold values to classify the impact object. The classification then determines the use of the restraining device.",Lior,No,"Is this impact classification meant to generate a decision? If so, is this able to serve autonomous driving?","Justin, please confirm ",No. Appears to relate to airbag technology.,Yes
10426,"A multivariable feedback control approach to actively dampen magnitude of jerks in a powertrain system using multiple torque-control devices is offered. To manage jerks, a desired axle torque is restricted when a torque reversal occurs. When the vehicle operator or the system executes a command that requires change in direction of torque, the desired axle torque is limited to a low level until the lash estimate has changed accordingly. During this transition time, active damping controls driveline component speeds so that the effect of lash take-up is minimized. After lash take-up occurs, the desired axle torque proceeds without restriction. The invention includes determining a desired axle torque, an output speed of the transmission, and an output speed of a driven wheel of the driveline. One of the devices is controlled based upon a time-rate change in the desired axle torque.",Jamie,No,,,,Yes
10428,"A drive mechanism for driving a vehicle, comprising a pair of drive wheels each having a drive shaft, a source of hydraulic oil under pressure on the vehicle and controlled by a control unit for delivering hydraulic oil in two directions, wherein the drive shafts of the pair of wheels are each driven by a high torque, low speed hydraulic motor or pump. The principal components of the motors include a crank shaft mounted in the housing for connection to the drive shafts of the wheels. At least two cylinder and piston assemblies are attached to the crank shaft for rotation of the crank shaft upon movement of the pistons between a minimum and maximum point of travel in the cylinders to thereby impart motion to the wheel drive shaft. A valve assembly provides hydraulic fluid to the cylinders to sequentially move the pistons in the desired direction of piston travel. The two motors are mounted on the vehicle to form a transaxle unit, and controls permit simultaneous or independent operation of the two motors.",Zara,No,,,,Yes
10434,A system and a method for generating a line pressure of a continuously variable transmission (CVT) in a hybrid vehicle in which the line pressure of the CVT is maintained to be constant even in an idle stop state of an engine. Steps may include detecting operation of a brake; determining whether an idle stop condition is satisfied; detecting a hydraulic pressure of a control valve for controlling the line pressure of the continuously variable transmission when the idle stop condition is satisfied; comparing the hydraulic pressure of the control valve with a predetermined value; generating a pressure difference in the chamber when the hydraulic pressure of the control valve is smaller than or equal to the predetermined value; and actuating a cylinder for generating the line pressure according to the pressure difference in the chamber.,Johanna,No,,,,No
10446,"A vehicle transmission system has a main drive clutch ( 14 ) with a clutch-actuator ( 20, 22, 38 ), a transmission ( 12 ) with a gear-engaging mechanism ( 25 ), a driver-operable gear-selector lever ( 24 ), and an electronic control means ( 36 ) to control the clutch-actuator ( 20, 22, 38 ) and the gear-engaging mechanism ( 25 ). When the vehicle is started up from a standstill condition, the control means disengages the clutch and automatically shifts the transmission into a predetermined start-up gear. According to the invention, the electronic control means ( 36 ) is designed to allow the driver to operate the gear-selector lever ( 24 ) to select a higher start-up gear than the predetermined start-up gear that is selected automatically by the electronic control means.",Rohan,No,,,,No
10451,"A drill cuttings slurry process system is disclosed for defluidizing earth drill cuttings, thereby extracting valuable drilling additives and returning them to the drilling system while producing a dense, drier material which may be discharged directly in the environment at or near the well being drilled or chemically treated for distillation and/or better dissolution into the environment, thereby reducing, cost in transportation and environmental treatment chemicals thus reducing environmental contamination. The system comprising a cuttings press having solids/fluids separation a dryer and/or a retort for flashing off any residual petroleum residue and moisture, a fines grinder and a chemical injection system. The retort including an analyzer system for weighing and determining rate of throughput and analyzing the cuttings for residual petroleum residue content prior to discharge to environment or further refinement prior to reinjection into the well or transport to environmental depository sites.",Raymond,No,,,,No
10454,"The invention is directed to a friction wheel drive with a driving roller capable of being driven in a rotary manner, which is mounted on a bearing unit so as to be rotatable about an axis of rotation. The bearing unit is displaceably guided transversely to the axis of rotation, and a circumferential surface of the driving roller can be brought into driving engagement with a friction surface. The bearing unit is coupled to a first mechanical forced guidance system, by which the driving roller, responding to a driving force acting in a first direction, can be automatically pressed against the friction surface with a contact pressing force that increases as the driving force increases. The bearing unit is also coupled to a second mechanical forced guidance system, by which the driving roller, responding to a driving force acting in an opposite second direction, can be automatically pressed against the friction surface with a contact pressing force that increases as the driving force increases.",Lior,No,,"Justin, please confirm ",No. Not seeing relevance to AVs,No
10455,"An improved transmission system is provided for an automotive vehicle having multiple engines for reason of fuel economy, including primary and secondary internal combustion engines separately supplied with fuel and having crankshafts in parallel orientation and terminating in co-directionally rotating flywheels. The improved transmission system includes a clutch mechanism associated with the flywheels for controllably transferring rotary force axially to input shafts in spaced apart parallel relationship and coupled by a power transfer mechanism. A sprag clutch is interactive between the secondary input shaft and the power transfer mechanism. A main gear, driven by the power transfer mechanism, is located within a gear box having speed change gears.",Jamie,No,,,,No
10459,"A vehicle brake actuation system is disclosed containing fluid pressure to operate brake actuators for effectively combining an electro-pneumatic relay system to function with a skid control system. A first valve is connected in the system for releasing a first impulse of fluid pressure from a first container. A second valve is connected to receive the first impulse from the first container, a second pressure impulse from a second container and to release a thrid pressure impulse from the second container to the actuators. A first sensor senses fluid pressure between the first and second valves and produces a first signal in proportion thereto. A second sensor senses fluid pressure between the second valve and the actuators and produces a second signal in proportion thereto. A first logic circuit receives and compares the first and second signals for discriminately controlling communication of the first, second and third impulses with the second valve. A second or skid control logic circuit is operable to override the first logic circuit to discriminately interrupt communication of the first impulse with the second valve. The second valve has a first port for receiving the first impulse. A second port is connected to receive the second impulse. A first solenoid in the first port is normally open and is operable to close for interrupting the first impulse. A second solenoid is in the second port and is normally closed and operable to open for admitting the second impulse to the valve.",Zara,No,,,,No
10473,"A hitch for coupling a towing and a towed vehicle is disclosed having a swing-out and pivot feature which allows the vehicle to be approximately positioned for coupling whereupon a gravity operated latch may be raised, a slide portion of the hitch extended from the frame portion thereof and pivoted in a horizontal plane to perfect the alignment of the vehicle coupling mechanism. When the towing vehicle is subsequently moved toward the towed vehicle, the latch drops back into a position where it engages both the slide and frame portions to transmit the towing forces therebetween. The slide itself may comprise first and second members relatively movable between rigid stop positions and including means for cushioning end thrust shocks having a resilient member which mechanically engages the two slide members urging them toward a relative position intermediate the rigid stop positions.",Johanna,No,,,,No
10474,"Adjustable rearview mirror for a vehicle, in particular a motor vehicle, an aircraft, or a water craft, having a drive housing that is connected to a mirror carrier in a rotationally secured manner, with the connection between the mirror carrier and the drive housing being a snap connection.",Rohan,No,,,,No
10480,"This application covers a trailer which has platforms at two levels, one for a boat and one for an automobile. It includes a frame supported by wheels, a primary loading platform which rests on the main frame and is pivotally attached thereto so that it can be tilted therewith. An upper or secondary load carrying platform is supported above the primary load platform by four stanchion. Means are provided to pull the secondary load platform down to the first load platform and then pivot the two so that a boat can be pulled onto the upper or secondary load platform. Then, the upper load platform is pivoted about the stanchion to an upright position and locked in place. The secondary or primary loading platforms are then pivoted together and the lower platform can then be loaded, for example, by driving a car up on it. When it is loaded, then the fixed primary and secondary loading platforms are rotated about the pivot so that they rest securely on the main frame. Means are provided to secure the platforms to the frame.",Raymond,No,,,,No
10506,"A method of fabricating a motorhome, wherein the motorhome comprises a chassis, a vehicle frame, and a coach body. In one embodiment, the method begins by prefabricating the frame by joining a plurality of parallel elongate members with cross-tie members. The frame is prefabricated separate from the chassis, and in one embodiment, the frame is prefabricated upside down such that the underside of the frame is accessible for attachment of a plurality of bulkheads. Then, the frame is rotated upright and positioned atop the chassis. In one embodiment, the rails of the chassis lie inside a channel defined by the plurality of bulkheads. Next, additional bulkheads are joined to the frame and chassis to further interconnect the frame and chassis. Preferably, the additional bulkheads comprise an opening such that the additional bulkheads can surround the chassis on all sides. Finally, the coach body is assembled on the frame.",Lior,No,,,,No
10507,"A dispensing system based on secondary packaging having side panels forming a tubualar form, top and bottom panels held substantially perpendicular to the side panels of the secondary package, and optionally including a stabilizing insert. Apertures in the top panel and posts in the bottom panel are provided to stabilize and support primary packages in the secondary package. The apertures in the top panel are sized to allow a primary package to be removed individually by passing through such aperture. Primary packages within the secondary package are biaxially supported between apertures in the top panel surrounding an elongated neck on the primary package and posts in the bottom panel that interlock with a depression in the bottom of the primary package. Such dispensing system can be opened and individual primary packages removed without exposing any other primary containers held within the dispensing system, while maintaining stable storage and transportation utility in the system.",Jamie,No,,,,No
10524,"A setting tool for driving a fastening element in a constructional component includes a housing ( 11 ), a drive member ( 13 ) displaceable in a guide ( 12 ) located in the housing, a bolt guide ( 15 ) adjoining the drive member guide ( 12 ) in direction of the operational axis (A) and forming a dog point ( 16 ) for abutting the constructional component and a drive-in depth setting tool ( 20 ) for displacing the bolt guide ( 15 ) axially relative to the drive member guide ( 15 ) for setting a distance between a drive end ( 14 ) of the drive member ( 13 ) and the dog point ( 16 ) in the initial position of the drive member.",Zara,No,,,,No
10525,Sheet media jams are detected along a media transport path by one or more vibration sensors that capture mechanical movements of components along the path that interact with the sheet media for driving or guiding the sheet media along the transport path. The detected vibrations during the advancing of the sheets are analyzed for distinguishing between detected vibrations associated with normal handling of the sheets and detected vibrations associated with abnormal handling of the sheets. An error condition can be signaled to a control system in response to distinguishing the detected vibrations associated with the abnormal handling of the sheets.,Johanna,No,,,,No
10539,"The present invention provides a supporting structure of a roof corner for a large vehicle in which the roof corner includes a roof structure and a side structure connected to the roof structure, the supporting structure comprising a reinforcing member coupled to the roof structure and the side structure for supporting the roof corner and minimizing deformation of the roof corner in the event of vehicle overturn.",Rohan,No,,,,No
10546,A fuel tank inlet assembly for receiving fuel during automatic vehicle fueling and a pump assembly for delivering fuel during automatic vehicle fueling and the combination thereof. The fuel tank inlet assembly includes a fuel conduit with a fuel exit for operative connection with a fuel tank and the pump assembly includes a fuel nozzle for operative connection with the inlet assembly. One preferred embodiment of the invention includes a positioning system which utilizes inductive triangulation to connect the pump assembly to the inlet assembly.,Raymond,No,,,,Yes
10547,"The present invention provides a removable flexible holder for an open-top liquid container which is especially designed to be used in an automobile or other type of vehicle. The holder uses a flexible hinge for its base which enables the holder to expand or contract to accommodate various sizes of containers. The holder also has an attachment means which adjusts to almost any size of car door due to a bendable hinge which resiliently urges the holder against the car door. Additionally, the holder has a slot which will accommodate a container having a handle such as a mug.",Lior,No,,,,No
10551,"A method for vibration damping and shape control of a suspended metal strip during continuous transport in a processing facility in a steel rolling line or surface treating line in a steel mill, where the method comprises the steps: measuring distance to the strip by a plurality of non-contact sensors; and generating a strip profile from distance measurements; decomposing the strip profile to a combination of mode shapes; determining coefficients for the contribution from each mode shape to the total strip profile; and controlling the strip profile by a plurality of non-contact actuators based on a combination of mode shapes.",Jamie,No,,,,No
10555,"A lock actuator assembly for a steering lock and ignition assembly has a two position knob for operating an ignition switch of a vehicle and for operating a steering lock mechanism of the vehicle. The knob is retained within a housing by a latch device until authorization by an authorization system is provided to the latch device. When authorization is received, the latch device releases the knob from the housing so that the steering lock mechanism can unlock the steering shaft and the ignition switch can be operated to start the vehicle.",Zara,No,,,,No
10575,"A roof structure of a motor vehicle is described in which on the side lateral roof members of a shell from the vehicle manufacturer dimensionally defined master mounting points are located, on which a modular roof insert which is completely premounted by the supplier can be installed over uniformly spaced attachment points on roof strips which run lengthwise. Regardless of the superstructure of the roof insert which is extremely variable based on the use of different roof parts, by combining the roof parts on the roof strips provided with the attachment points at the supplier&#39;s, assembly at the vehicle manufacturer always takes place at the same master mounting points. In this way high flexibility of the roof superstructure is achieved with significant simplification in the logistical supply chain and in assembly at the vehicle manufacture.",Johanna,No,,,,No
10580,"Each platform mounted mold assembly for plastic tubing includes a circuit board containing parameters defining elements of the forming, molding, tipping or welding operation to be undertaken on the tubing. A control unit includes an RF generator for providing the RF energy to effect the forming, molding, tipping or welding process, a source of air under pressure to operate the mechanical elements attendant each mold assembly, various sensors and a multiplex unit. In operation, the control unit serially addresses each of the mold assemblies, senses the parameters attendant the mold and applies the appropriate power level of RF energy for a specific duration and temperature while activating the mechanical aspects of the mold assembly. The mold assemblies may be serially activated through a multiplex unit or in a particular sequence that may be operator controlled.",Rohan,No,,,,No
10585,"A device for washing automobiles, vans, and other vehicles is shown which comprises a movable spray bar with high velocity spray nozzles mounted thereon, as well as associated supporting structure, and motion inducing means, In the washing process, the lateral profile of the vehicle is tracked by an array of photoelectric cell detectors mounted on the spray bar. Based on electronic output signals from the detectors, which are processed by a preprogrammed logic control unit and relayed to the motion inducing means, the spray bar is maintained at a predetermined height above, and the nozzles at a constant angle to, the vehicle surfaces being washed.",Raymond,No,,,,No
10592,A self-contained mobile painting and maintenance platform for recovery of steel grit blast media used in the pressurized cleaning of bridge structures prior to repainting. The painting and maintenance platform is positioned on vehicle with deck extensions that expand to form a large barrier free support and recovery surface and collection troughs to recover spent grit and shot via independent auger systems within the troughs.,Lior,No,,,,No
10593,"A thermal recording head is provided with a driving system wherein higher printing speeds may be obtained. Particularly, in the case where the image to be printed by a divided block of elements is totally black, all common driving terminals corresponding to the block are selected for simultaneous recording.",Jamie,No,,,,No
10601,"This cabin gondola or car for ropeway, intended for transporting passengers between two stations on a rope driving a plurality of disconnectable cabins or cars, has an automatic door opening and closing mechanism and the two doors are slidably mounted on the same side of the two-shell cabin housing for closing corresponding apertures somewhat spaced so as to leave a solid wall section therebetween, the mechanism actuating said doors causing same to be superposed to each other against said solid wall portion, a pair of bench-forming seats being disposed transversely and back-to-back, very close to each other, in the tranverse space extending normally to said solid wall portion.",Zara,No,,,,No
10606,"A continuously operating press for the production of particle boards, fiber boards and similar wood boards and plastic boards, has flexible endless steel belts which transmit the pressing pressure, pull the material to be pressed through the press, are guided over driving drums and reversing drums around an upper and a lower press beam and are supported with an adjustable press nip against press/heating platens on the press beams via rolling supporting elements which accompany their revolution and are guided with their axes transverse to the direction of belt running. The lower and/or the upper press/heating platen is vertically adjustable to set the press nip by a plurality of cylinder-piston arrangements arranged in rows transversely to the longitudinal axis of the press. The pressure pistons of the cylinder-piston arrangements each have a multi-surface support to give flexible multi-point introduction of force relative to the elastically deformable press/heating platens and spherical deformation of the press/heating platen over its length and width can be introduced by different forces in the cylinders across the width and/or the length by virtue of the multi-surface support of the cylinder-piston arrangements.",Johanna,No,,,,No
10609,"A debris removal management system and a method of removing space debris. In one embodiment, the system includes: (1) a frame, (2) a plurality of net sections coupled to the frame and (3) a plurality of microvehicles, coupled to the plurality of net sections, configured to employ propulsion units therein to be ejected relative to the frame to deploy the plurality of net sections, the plurality of net sections cooperating to form a net configured to capture space debris.",Rohan,No,Not related,,,No
10615,"Disclosed is a construction equipment driving control method for controlling machine driving without using an additional straight driving pedal. According to the present invention, the construction equipment driving control method is applied to construction equipment comprising: right and left driving operation devices; a controller; right and left driving motors; right and left forward driving proportional solenoid valves; right and left backward driving proportional solenoid valves; and a setting means for setting the function for moving a machine forward or backward by the operation of the driving operation device, and the method comprises: a first step for moving the machine forward or backward by controlling the right and left driving motors correspondingly to the operation amount of operation pedals if one operation pedal among the driving operation devices is operated after a mode is converted into an activation mode by the operation of the setting means; and a second step for driving or converting, in the driving direction, the machine by controlling the right and left driving motors correspondingly to the operation amounts of the operation pedals of the driving operation devices if the pedals are simultaneously operated after a mode is converted into an inactivation mode by the operation of the setting means.",Raymond,No,,,,No
10631,"A concrete mixing vehicle having a retractable tag axle assembly and a distribution chute is disclosed. To ensure that the tag axle assembly does not come into contact with the distribution chute as the tag axle assembly as it moves between a first ground engaging position and a second elevated position, a limit switch is provided in the control circuit for the tag axle assembly. The limit switch only permits movement of the tag axle assembly when the distribution chute is outside of the tag axle assembly&#39;s path of travel as it moves between said first and second positions.",Lior,No,,,,No
10639,"A modular block for osmotic methods of separation under pressure can be folded open and the filtration unit can easily be removed and introduced in the process. The filtration unit consists of a base plate with a membrane filter candle, and the filter candle consists of a stack of membrane filter plates. Spacers are placed between the filter plates and deflecting plates are provided to ensure zigzag penetration. The permeate transportation is displaced to the edge of the plates. The permeate issues laterally at the flange.",Jamie,No,,,,No
10643,"An apparatus for conveying bottles that each have an annular bead on the neck of the bottle. A conveyor line, which extends over the respectively desired conveying path, is provided with a bottle carrier that extends along the conveying path, extends below the bead on the neck of the bottle, and guides the bottles in a suspended state, via the beads, with play, through a guide slot that extends along the conveying path. The conveyer line is also provided with mechanisms for providing the bottles with a feed movement for conveying the latter. To provide a considerably more uniform conveying speed, avoid bottles striking one another, reduce the consumption of energy, and reduce manufacturing expenses, the mechanisms provide the feed movement parallel to the guide slot for the bottle necks, with the guide slot being formed on the bottle carrier. The mechanisms are provided with at least one mechanically movable driving element that mechanically engages the bottles that are to be conveyed. The mechanisms are also provided with mechanical drives and guides for the driving element. Particularly advantageous is the combination of the bottle carrier and the feed mechanism via two conveyers that are guided parallel to one another and at a lateral distance from the guide slot. The beads of the bottle necks rest directly on the side edge regions of these conveyers, which side edge regions are disposed on both sides of the guide slot.",Zara,No,,,,No
10650,"Disclosed is a method for detecting a direction of travel in a vehicle with a protection system which avoids accidents. When an object is detected in front of the vehicle in the direction of the vehicle and contact between the vehicle and the object is possible, the method triggers a driver-independent braking and/or steering process to prevent contact with the object. In order to avoid incorrect triggering of the protection system, the method further provides that the driver-independent braking and/or steering process is prevented or aborted if reverse travel is detected.",Johanna,Yes,driver auto-assistance,,,Yes
10651,"A fuel cell system and method for supplying electrical devices with electric energy in a vehicle wherein, to increase the efficiency of the power generation, the fuel cell system is supplied with atmospheric oxygen from the compressed air system. Additionally, a compressed air reservoir or a compressor for ambient air is provided in order to supply the fuel cell system with atmospheric oxygen.",Rohan,No,,,,No
10658,"The present invention is an improvement to a tire mounted air pressure gauge for use on vehicles having inflatable tires. The air pressure gauge has a dial face, with a coiled pressure responsive spring expandable to indicate the pressure detected by the gauge. The gauge is mounted directly onto the valve stem of a tire to detect the pressure in the tire, or is mounted onto the valve steam via an L-shaped conduit. The conduit contains a lug adapted to depress the conventional valve core of the valve stem and release air pressure within the valve stem and tire. An arc-shaped or cylindrical retainer is provided on the dial face to limit radial expansion of the coiled spring due to centrifugal forces of the rotating tire and other jarring forces exerted on the pressure gauge during use of the tire.",Raymond,No,,,,No
10676,"Portable reinflator for a tire of a vehicle, to be connected to an electricource of the vehicle and to the valve of the defective tire includes an electric connector, a compressor, a rotary seal and a valve coupler. The reinflator also includes an electric connection running from the connector to the compressor, a first pneumatic line running from the compressor to the rotary seal, and a second pneumatic line running from the rotary seal to the valve coupler. The portable reinflator is used in repairs to replace air inside the tire as it escapes from the tire in the case of puncture.",Lior,No,,"Justin, please confirm ",No. Not in scope,No
10680,A security system is disclosed with a digital processor-based wireless remote controller that sends command to perform system operations and receive confirmation of various aspects of the system. The security system monitors environmental and vehicle system parameters and automatically provides commands or prohibits issuance of commands to operate vehicles systems based on preset environmental and vehicle system conditions. The system reports command and response status to users through the remote controller.,Jamie,No,,,,Yes
10685,"The present invention relates to a wiper system for an automobile and more particularly, to an active wiper system which secures a good front visual range by changing the track of the wiper blade of a passenger&#39;s side and positioning pertinently the wiper blade in each range of the track, thus preventing rainwater wiped by the wiper blade of a passenger&#39;s side from dropping down to the front of a driver&#39;s side while driving in the rain.",Zara,No,,,,No
10692,"A wireless dual tire pressure monitor and equalizer apparatus is adapted to install on a vehicle dual wheel and connect to the two tire valve stems. The apparatus includes capabilities of monitoring individual tire pressure and transmitting tire data to be received by a remote receiver, equalizing pressure in the two tires when pressure is above a selected level, isolating the two tires when pressure is below the selected level, and transmitting warning signals upon detection of low pressure and air leaks. The apparatus further includes capability to integrate with available tire inflation systems for providing tire pressure monitoring and equalizing functionalities.",Johanna,No,,,,No
10693,"Transport apparatus for an assembly line for objects such as vehicle bodies. The transport apparatus include a plurality of movable platforms which are positioned in end to end contact with one another. A drive mechanism applies a force to one of the platforms which, in turn, is applied to the remainder of the platforms causing them to move along the assembly line.",Rohan,No,,,,No
10698,The present disclosure concerns an emergency traction device that may be easily and securely fitted on vehicles having tires of different diameters and widths. A single winch sizes and secures the traction device for the proper tire diameter and then for the proper tire width. Traction can be further enhanced with members that substantially circumscribe the tire. Operation of the traction device can be enhanced by providing nonreversible gearing for operating the winch.,Raymond,No,,,,No
10700,"The invention provides a vibrator which may be used to vibrate industrial apparatus such as a conveyor, hopper, bin, screen, shaker table, or to agitate a fluid. The vibrator has a element comprising a concave outer skin on one side and a convex outer skin on the other side which define between them a cavity. The cavity is connected to a hydraulic driving circuit which provides a continuous series of high pressure pulses. Each pulse causes the deformable element to change shape. The continuous application of a series of pulses causes the deformable element to continuously vibrate. The high pressure pulses are generated by creating a water hammer within a conduit by means of a valve which can be rapidly opened and closed to allow fluid to flow through the conduit and then suddenly block the fluid flow. The vibrating apparatus may be used to shake industrial structures such as shaking screens, shaking tables, hoppers, bins or the like.",Lior,No,,,,No
10702,"A surface vehicle capable of overcoming obstacles is disclosed in which the vehicle accelerates vertically while having a horizontal velocity. The vehicle has a frame and at least three wheels attached to the frame to which a horizontal propulsion system is coupled. Further, a vertical propulsion system is coupled to the frame and the wheels. The vertical propulsion system is capable of providing a force to such wheels normal to the surface so that the vehicle separates from the surface. The vehicle has an electronic control unit coupled to the vertical propulsion system to automatically control its operation.",Jamie,No,,,,Yes
10703,"The disclosure relates to a method and apparatus for preventing oxidation or contamination during a circuit printing operation. The circuit printing operation can be directed to OLED-type printing. In an exemplary embodiment, the printing process is conducted at a load-locked printer housing having one or more of chambers. Each chamber is partitioned from the other chambers by physical gates or fluidic curtains. A controller coordinates transportation of a substrate through the system and purges the system by timely opening appropriate gates. The controller may also control the printing operation by energizing the print-head at a time when the substrate is positioned substantially thereunder.",Zara,No,,,,No
